934212981;"10050066";10.4928472222222;-66.8551555555556;"2013-09-16 07:37:30";"2013-09-16 07:39:44.666833";"Miranda";"Chacao";"Chacao";"Caracas";"Avenida Francisco de Miranda entre Calle Cecilio Acosta y Calle Arturo Uslar Pietri";"";0;0;0;0;0;1;"40,203,147,160,2,177,201,25,18,90,153,200,113,146,196,207,91,0,14,1,198,39,99,115,4,203,41,13";6;1;0;0;"0101000000A8065EDEBAB650C0D2BC9A7856FC2440";14;"Avenida Francisco de Miranda entre Calle Cecilio Acosta y Calle Arturo Uslar Pietri. Chacao. Caracas. Parroquia Chacao. Municipio Chacao. Estado Miranda. Venezuela.";"Chacao";"Av. Francisco de Miranda entre Calle Cecilio Acosta y Calle Arturo Uslar Pietri.Chacao.Caracas";1947066
934213037;"10050066";10.4928472222222;-66.8551555555556;"2013-09-16 07:41:39";"2013-09-16 07:41:42.445068";"Miranda";"Chacao";"Chacao";"Caracas";"Avenida Francisco de Miranda entre Calle Cecilio Acosta y Calle Arturo Uslar Pietri";"";0;0;0;0;0;1;"40,204,144,160,251,177,201,25,18,90,153,200,113,146,196,207,91,0,1,131,42,15,199,11,167,41,13";6;1;0;0;"0101000000A8065EDEBAB650C0D2BC9A7856FC2440";0;"Avenida Francisco de Miranda entre Calle Cecilio Acosta y Calle Arturo Uslar Pietri. Chacao. Caracas. Parroquia Chacao. Municipio Chacao. Estado Miranda. Venezuela.";"Chacao";"Av. Francisco de Miranda entre Calle Cecilio Acosta y Calle Arturo Uslar Pietri.Chacao.Caracas";1947066
934213137;"10050066";10.4940885416667;-66.8577444444445;"2013-09-16 07:42:03";"2013-09-16 07:43:40.795748";"Miranda";"Chacao";"Chacao";"Caracas";"Avenida Guaicaipuro entre Calle Páez y Calle Sucre";"";5;0;1;4;0;1;"40,205,150,160,19,178,201,25,18,90,153,87,114,18,173,208,91,5,1,84,16,141,20,199,11,85,16,144,175,24,20,89,81,185,128,133,24,133,41,13";0;1;0;0;"0101000000C04DF448E5B650C0D9925F2CF9FC2440";0;"Avenida Guaicaipuro entre Calle Páez y Calle Sucre. Chacao. Caracas. Parroquia Chacao. Municipio Chacao. Estado Miranda. Venezuela.";"Chacao";"Av. Guaicaipuro entre Calle Páez y Calle Sucre.Chacao.Caracas";1947066
934213139;"10050066";10.4936805555556;-66.8580111111111;"2013-09-16 07:42:19";"2013-09-16 07:43:40.823409";"Miranda";"Chacao";"Chacao";"Caracas";"Avenida Guaicaipuro entre Calle Sucre y Calle Sucre";"";20;0;1;4;0;1;"40,205,150,160,19,178,201,25,18,90,153,87,114,18,173,208,91,5,1,84,16,141,20,199,11,85,16,144,175,24,20,89,81,185,128,133,24,133,41,13";0;1;0;0;"0101000000EA746FA7E9B650C09890A1B2C3FC2440";0;"Avenida Guaicaipuro entre Calle Sucre y Calle Sucre. Urbanización Bolívar. Caracas. Parroquia Chacao. Municipio Chacao. Estado Miranda. Venezuela.";"Urbanización Bolívar";"Av. Guaicaipuro entre Calle Sucre y Calle Sucre.Urbanización Bolívar.Caracas";1947066
934213141;"10050066";10.4920746527778;-66.8579555555555;"2013-09-16 07:43:40";"2013-09-16 07:43:40.85465";"Miranda";"Chacao";"Chacao";"Caracas";"Avenida Guaicaipuro entre Avenida Francisco de Miranda y Avenida Francisco de Miranda";"";24;0;1;4;0;1;"40,205,150,160,19,178,201,25,18,90,153,87,114,18,173,208,91,5,1,84,16,141,20,199,11,85,16,144,175,24,20,89,81,185,128,133,24,133,41,13";0;1;0;0;"010100000013226BBEE8B650C00FBE7935F1FB2440";0;"Avenida Guaicaipuro entre Avenida Francisco de Miranda y Avenida Francisco de Miranda. Chacao. Caracas. Parroquia Chacao. Municipio Chacao. Estado Miranda. Venezuela.";"Chacao";"Av. Guaicaipuro entre Av. Francisco de Miranda y Av. Francisco de Miranda.Chacao.Caracas";1947066
934213255;"10050066";10.4911111111111;-66.8577;"2013-09-16 07:44:54";"2013-09-16 07:45:40.907264";"Miranda";"Chacao";"Chacao";"Caracas";"Calle El Metro con Avenida Libertador";"";15;0;1;4;0;1;"40,206,150,160,190,178,201,25,18,90,153,0,113,18,169,208,91,15,1,87,4,28,196,11,85,16,136,144,20,7,85,38,17,93,5,222,41,13";0;1;0;0;"0101000000DE718A8EE4B650C04BD961EA72FB2440";0;"Calle El Metro con Avenida Libertador. Chacao. Caracas. Parroquia Chacao. Municipio Chacao. Estado Miranda. Venezuela.";"Chacao";"Calle El Metro con Av. Libertador.Chacao.Caracas";1947066
934213257;"10050066";10.4909722222222;-66.8579222222222;"2013-09-16 07:45:02";"2013-09-16 07:45:40.941569";"Miranda";"Chacao";"Chacao";"Caracas";"Avenida Libertador entre Calle El Metro y Calle El Muñeco";"";7;0;1;4;0;1;"40,206,150,160,190,178,201,25,18,90,153,0,113,18,169,208,91,15,1,87,4,28,196,11,85,16,136,144,20,7,85,38,17,93,5,222,41,13";0;1;0;0;"01010000002FBD9B32E8B650C0AA600BB660FB2440";0;"Avenida Libertador entre Calle El Metro y Calle El Muñeco. Chacao. Caracas. Parroquia Chacao. Municipio Chacao. Estado Miranda. Venezuela.";"Chacao";"Av. Libertador entre Calle El Metro y Calle El Muñeco.Chacao.Caracas";1947066
934213259;"10050066";10.4911197916667;-66.8589555555556;"2013-09-16 07:45:40";"2013-09-16 07:45:40.968368";"Miranda";"Chacao";"Chacao";"Caracas";"Avenida Libertador entre Calle El Muñeco y Avenida El Retiro";"";5;0;1;4;0;1;"40,206,150,160,190,178,201,25,18,90,153,0,113,18,169,208,91,15,1,87,4,28,196,11,85,16,136,144,20,7,85,38,17,93,5,222,41,13";0;1;0;0;"01010000000BF5B820F9B650C0ED40A70D74FB2440";0;"Avenida Libertador entre Calle El Muñeco y Avenida El Retiro. Chacao. Caracas. Parroquia Chacao. Municipio Chacao. Estado Miranda. Venezuela.";"Chacao";"Av. Libertador entre Calle El Muñeco y Av. El Retiro.Chacao.Caracas";1947066
934213399;"10050066";10.4911631944444;-66.8595222222222;"2013-09-16 07:46:34";"2013-09-16 07:48:12.03034";"Miranda";"Chacao";"Chacao";"Caracas";"Avenida Alameda entre Avenida Libertador y Avenida Libertador";"";24;0;1;4;0;1;"40,207,153,160,34,179,201,25,18,90,153,6,113,18,77,209,91,24,15,1,87,4,22,196,11,85,33,204,132,5,101,11,16,169,176,0,17,85,16,136,149,136,6,81,44,233,0,85,41,13";0;1;0;0;"01010000004BA87E6902B750C0724602BE79FB2440";0;"Avenida Alameda entre Avenida Libertador y Avenida Libertador. El Rosal. Caracas. Parroquia Chacao. Municipio Chacao. Estado Miranda. Venezuela.";"El Rosal";"Av. Alameda entre Av. Libertador y Av. Libertador.El Rosal.Caracas";1947066
934213401;"10050066";10.4905034722222;-66.8594777777778;"2013-09-16 07:47:07";"2013-09-16 07:48:12.052112";"Miranda";"Chacao";"Chacao";"Caracas";"Avenida Alameda entre Avenida Libertador y Avenida Venezuela";"";5;0;1;4;0;1;"40,207,153,160,34,179,201,25,18,90,153,6,113,18,77,209,91,24,15,1,87,4,22,196,11,85,33,204,132,5,101,11,16,169,176,0,17,85,16,136,149,136,6,81,44,233,0,85,41,13";0;1;0;0;"010100000071CC14AF01B750C09F89674523FB2440";0;"Avenida Alameda entre Avenida Libertador y Avenida Venezuela. El Rosal. Caracas. Parroquia Chacao. Municipio Chacao. Estado Miranda. Venezuela.";"El Rosal";"Av. Alameda entre Av. Libertador y Av. Venezuela.El Rosal.Caracas";1947066
